Trans no,Type,Date,Num,Name,Source Name,Name Address,Name Street1,Name Street2,Name City,Name County,Name Postcode,Name Contact,Name Phone no,Name E-Mail,Memo,Terms,Item,Item Description,Account,Class,VAT Code,Split,Qty,Sales Price,Debit,Credit,Amount,Balance,Account Type,Net Amount,VAT Amount,Gross Amount,Ship To City,Ship To Address 1,Ship To Address 2,Ship To County,Ship Postcode
109,General Journal,27/04/2023,RV202304002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Loan Interest from TIS Petroleum (Asia) (USD 15,666.67@34.2812) to Caryon SA - HQ",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,,,537072.25,-537072.25,-537072.25,Accounts Payable,0,0,0,,,,,
109,General Journal,27/04/2023,RV202304002,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"Loan Interest from TIS Petroleum (Asia) (USD 15,666.67@34.2812) to Caryon SA - HQ",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,537072.25,,537072.25,0,Bank,0,0,0,,,,,
107,Cheque,08/05/2023,PV202305002,KBANK,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 8.89) for maintenance fee (balance lower than USD 5,000)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,-SPLIT-,,,,342.28,-342.28,-342.28,Bank,-342.28,0,-342.28,,,,,
107,Cheque,08/05/2023,PV202305002,Caryon SA - HQ,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 8.89) for maintenance fee (balance lower than USD 5,000)",,,,2121104  AP - Other,,,1112104 Bank S/A-Kbank-4261 CHF,,338.4,338.40,,338.4,-3.88,Accounts Payable,338.4,0,338.4,,,,,
107,Cheque,08/05/2023,PV202305002,KBANK,KBANK,,,,,,,,,,"Exchange loss : Bank charge - CHF Acc. (CHF 8.89) for maintenance fee (balance lower than USD 5,...",,,,7111102 Exchange loss,,,1112104 Bank S/A-Kbank-4261 CHF,,3.88,3.88,,3.88,0,Expense,3.88,0,3.88,,,,,
106,Cheque,29/05/2023,PV202305001,"TIS PETROLEUM (ASIA) PTE.,LTD.","TIS PETROLEUM (ASIA) PTE.,LTD.",,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,PND1 Kor for 2022 - Fine (submission late) & Bank Fee - Transfer back to TIS Petroleum Asia,,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,215.00,-215,-215,Bank,-215,0,-215,,,,,
106,Cheque,29/05/2023,PV202305001,"TIS PETROLEUM (ASIA) PTE.,LTD.","TIS PETROLEUM (ASIA) PTE.,LTD.",,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,PND1 Kor for 2022 - Fine (submission late) - Transfer back to TIS Petroleum Asia,,,,5181103 Fine & Penalty,,,1112101  Bank S/A -Kbank -9996,,200,200.00,,200,-15,Expense,200,0,200,,,,,
106,Cheque,29/05/2023,PV202305001,"TIS PETROLEUM (ASIA) PTE.,LTD.","TIS PETROLEUM (ASIA) PTE.,LTD.",,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,PND1 Kor for 2022 - Bank Fee - Transfer back to TIS Petroleum Asia,,,,5131111  Bank charge,,,1112101  Bank S/A -Kbank -9996,,15,15.00,,15,0,Expense,15,0,15,,,,,
110,Cheque,07/06/2023,PV202306004,KBANK,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 9.07) for maintenance fee (balance lower than USD 5,000)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,-SPLIT-,,,,350.77,-350.77,-350.77,Bank,-350.77,0,-350.77,,,,,
110,Cheque,07/06/2023,PV202306004,Caryon SA - HQ,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 9.07) for maintenance fee (balance lower than USD 5,000)",,,,2121104  AP - Other,,,1112104 Bank S/A-Kbank-4261 CHF,,345.26,345.26,,345.26,-5.51,Accounts Payable,345.26,0,345.26,,,,,
110,Cheque,07/06/2023,PV202306004,KBANK,KBANK,,,,,,,,,,"Exchange loss : Bank charge - CHF Acc. (CHF 9.07) for maintenance fee (balance lower than USD 5,...",,,,7111102 Exchange loss,,,1112104 Bank S/A-Kbank-4261 CHF,,5.51,5.51,,5.51,0,Expense,5.51,0,5.51,,,,,
97,Cheque,14/06/2023,PV202303001,Audit,Audit,,,,,,,,,,"Audit fee 2022 - Phatrin Audit Co., Ltd",,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,7760.00,-7760,-7760,Bank,-7760,0,-7760,,,,,
97,Cheque,14/06/2023,PV202303001,Audit,Audit,,,,,,,,,,"Audit fee 2022 - Phatrin Audit Co., Ltd",,,,2122104  Accrued Other,,,1112101  Bank S/A -Kbank -9996,,8000,8000.00,,8000,240,Accounts Payable,8000,0,8000,,,,,
97,Cheque,14/06/2023,PV202303001,Audit,Audit,,,,,,,,,,"Audit fee 2022 - Phatrin Audit Co., Ltd, PND53",,,,2224105  WHT - Other,,,1112101  Bank S/A -Kbank -9996,,-240,,240.00,-240,0,Other Current Liability,-240,0,-240,,,,,
111,Cheque,16/06/2023,PV202306001,Ms. Oraphan Charoensutchai,Ms. Oraphan Charoensutchai,,,,,,,,,,"Traveling expenses, K.Nic Lunch",,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,1464.00,-1464,-1464,Bank,-1464,0,-1464,,,,,
111,Cheque,16/06/2023,PV202306001,Ms. Oraphan Charoensutchai,Ms. Oraphan Charoensutchai,,,,,,,,,,Lineman to pick up FS2022 from Auditor,,,,5121105  Travelling Domestic,,,1112101  Bank S/A -Kbank -9996,,103,103.00,,103,-1361,Expense,103,0,103,,,,,
111,Cheque,16/06/2023,PV202306001,Ms. Oraphan Charoensutchai,Ms. Oraphan Charoensutchai,,,,,,,,,,"Taxi, express way to Kbank Phahol branch",,,,5121105  Travelling Domestic,,,1112101  Bank S/A -Kbank -9996,,367,367.00,,367,-994,Expense,367,0,367,,,,,
111,Cheque,16/06/2023,PV202306001,Ms. Oraphan Charoensutchai,Ms. Oraphan Charoensutchai,,,,,,,,,,K.Nic Lunch at Terminal21,,,,5111105  Welfare Others,,,1112101  Bank S/A -Kbank -9996,,994,994.00,,994,0,Expense,994,0,994,,,,,
113,General Journal,16/06/2023,RV202306001,KBANK,KBANK,,,,,,,,,,Interest Income 2023,,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,46.59,,46.59,46.59,Bank,0,0,0,,,,,
113,General Journal,16/06/2023,RV202306001,KBANK,KBANK,,,,,,,,,,Interest Income 2023,,,,4200001  Interest income,,,1112101  Bank S/A -Kbank -9996,,,,46.59,-46.59,0,Income,0,0,0,,,,,
113,General Journal,16/06/2023,RV202306001,KBANK,KBANK,,,,,,,,,,Interest Income Tax 2023,,,,1131103  Withholding income tax,,,1112101  Bank S/A -Kbank -9996,,,6.99,,6.99,6.99,Other Current Asset,0,0,0,,,,,
113,General Journal,16/06/2023,RV202306001,KBANK,KBANK,,,,,,,,,,Interest Income Tax 2023,,,,1112101  Bank S/A -Kbank -9996,,,1112101  Bank S/A -Kbank -9996,,,,6.99,-6.99,0,Bank,0,0,0,,,,,
114,General Journal,26/06/2023,RV202306002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,HQ Interest Income & Tax 2023 [(182.93-27.44) USDx35.3806],,,,2121104  AP - Other,,,-SPLIT-,,,,5501.33,-5501.33,-5501.33,Accounts Payable,0,0,0,,,,,
114,General Journal,26/06/2023,RV202306002,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income Tax 2023 (27.44 USDx35.3806),,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,,970.84,-970.84,-6472.17,Bank,0,0,0,,,,,
114,General Journal,26/06/2023,RV202306002,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income 2023 (182.93 USDx35.3806),,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,6472.17,,6472.17,0,Bank,0,0,0,,,,,
112,Cheque,28/06/2023,PV202306002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jun.23 CHF 78,834.92 (Convert USD 101,426@35.2558 to SV#996 THB)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,3575854.77,-3575854.77,-3575854.77,Bank,-3575854.77,0,-3575854.77,,,,,
112,Cheque,28/06/2023,PV202306002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jun.23 CHF 78,834.92 (Convert USD 101,426 to SV#996 THB)",,,,1112101  Bank S/A -Kbank -9996,,,1112103 Bank S/A-Kbank-4253 USD,,3581352.06,3581352.06,,3581352.06,5497.29,Bank,3581352.06,0,3581352.06,,,,,
112,Cheque,28/06/2023,PV202306002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp Feb-Jun.23 CHF 78,834.92 (Convert USD 101,426 to SV#996 THB)",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-5497.29,,5497.29,-5497.29,0,Expense,-5497.29,0,-5497.29,,,,,
137,Cheque,28/06/2023,PV202306003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jun.23 CHF 78,834.92 (from SV#996 THB to Marko CHF 78,834.92@40.10)",,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,3161280.29,-3161280.29,-3161280.29,Bank,-3161280.29,0,-3161280.29,,,,,
137,Cheque,28/06/2023,PV202306003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jun.23 CHF 78,834.92 (from SV#996 THB to Marko) - Bank fee (THB 1,300)",,,,1112101  Bank S/A -Kbank -9996,,,1112101  Bank S/A -Kbank -9996,,-1300,,1300.00,-1300,-3162580.29,Bank,-1300,0,-1300,,,,,
137,Cheque,28/06/2023,PV202306003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Feb-Jun.23 CHF 78,834.92 (from SV#996 THB to Marko)",,,,7111102 Exchange loss,,,1112101  Bank S/A -Kbank -9996,,123326.82,123326.82,,123326.82,-3039253.47,Expense,123326.82,0,123326.82,,,,,
137,Cheque,28/06/2023,PV202306003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jun.23 CHF 78,834.92 (from SV#996 THB to Marko) & Bank fee",,,,2121104  AP - Other,,,1112101  Bank S/A -Kbank -9996,,3039253.47,3039253.47,,3039253.47,0,Accounts Payable,3039253.47,0,3039253.47,,,,,
115,General Journal,04/07/2023,RV202307001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,Received from K.Widodo for COSA HQ - Legal fee (Bar&Karrer),,,,2121104  AP - Other,,,-SPLIT-,,,,321841.00,-321841,-321841,Accounts Payable,0,0,0,,,,,
115,General Journal,04/07/2023,RV202307001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,Received from K.Widodo,,,,1112101  Bank S/A -Kbank -9996,,,2121104  AP - Other,,,1.00,,1,-321840,Bank,0,0,0,,,,,
115,General Journal,04/07/2023,RV202307001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,Received from K.Widodo for COSA HQ - Legal fee (Bar&Karrer),,,,1112101  Bank S/A -Kbank -9996,,,2121104  AP - Other,,,321840.00,,321840,0,Bank,0,0,0,,,,,
116,General Journal,04/07/2023,RV202307002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jun.23 (Ref.PV202306002) - Bank cancelled & Refund to CHF (78,834.92@40.6938)",,,,2121104  AP - Other,,,1112104 Bank S/A-Kbank-4261 CHF,,,,3208092.47,-3208092.47,-3208092.47,Accounts Payable,0,0,0,,,,,
116,General Journal,04/07/2023,RV202307002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jun.23 (Ref.PV202306002) - Bank cancelled & Refund to CHF (78,834.92@40.6938)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,2121104  AP - Other,,,3208092.47,,3208092.47,0,Bank,0,0,0,,,,,
118,Cheque,07/07/2023,PV202307002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"COSA HQ Tax CHF 152,586 (Convert USD 160,970@35.0778 to SV#996 THB)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,5646473.47,-5646473.47,-5646473.47,Bank,-5646473.47,0,-5646473.47,,,,,
118,Cheque,07/07/2023,PV202307002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"COSA HQ Tax CHF 152,586 (Convert USD 160,970 to SV#996 THB)",,,,1112101  Bank S/A -Kbank -9996,,,1112103 Bank S/A-Kbank-4253 USD,,5648437.3,5648437.30,,5648437.3,1963.83,Bank,5648437.3,0,5648437.3,,,,,
118,Cheque,07/07/2023,PV202307002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : COSA HQ Tax CHF 152,586 (Convert USD 160,970 to SV#996 THB)",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-1963.83,,1963.83,-1963.83,0,Expense,-1963.83,0,-1963.83,,,,,
119,Cheque,07/07/2023,PV202307003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"COSA HQ Tax CHF 152,586 (from SV#996 THB to Marko CHF 152,586@39.62)",,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,6045457.32,-6045457.32,-6045457.32,Bank,-6045457.32,0,-6045457.32,,,,,
119,Cheque,07/07/2023,PV202307003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"COSA HQ Tax CHF 152,586 (from SV#996 THB to Marko)",,,,2121104  AP - Other,,,1112101  Bank S/A -Kbank -9996,,5864452.58,5864452.58,,5864452.58,-181004.74,Accounts Payable,5864452.58,0,5864452.58,,,,,
119,Cheque,07/07/2023,PV202307003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : COSA HQ Tax CHF 152,586 (from SV#996 THB to Marko)",,,,7111102 Exchange loss,,,1112101  Bank S/A -Kbank -9996,,182304.74,182304.74,,182304.74,1300,Expense,182304.74,0,182304.74,,,,,
119,Cheque,07/07/2023,PV202307003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"COSA HQ Tax CHF 152,586 (from SV#996 THB to Marko) - Bank fee (THB 1,300)",,,,1112101  Bank S/A -Kbank -9996,,,1112101  Bank S/A -Kbank -9996,,-1300,,1300.00,-1300,0,Bank,-1300,0,-1300,,,,,
138,Cheque,07/07/2023,PV202307006,KBANK,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 8.96) for maintenance fee (balance lower than USD 5,000)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,-SPLIT-,,,,355.64,-355.64,-355.64,Bank,-355.64,0,-355.64,,,,,
138,Cheque,07/07/2023,PV202307006,Caryon SA - HQ,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 8.96) for maintenance fee (balance lower than USD 5,000)",,,,2121104  AP - Other,,,1112104 Bank S/A-Kbank-4261 CHF,,341.07,341.07,,341.07,-14.57,Accounts Payable,341.07,0,341.07,,,,,
138,Cheque,07/07/2023,PV202307006,KBANK,KBANK,,,,,,,,,,"Exchange loss : Bank charge - CHF Acc. (CHF 8.96) for maintenance fee (balance lower than USD 5,...",,,,7111102 Exchange loss,,,1112104 Bank S/A-Kbank-4261 CHF,,14.57,14.57,,14.57,0,Expense,14.57,0,14.57,,,,,
117,Cheque,12/07/2023,PV202307001,Revenue department,Revenue department,,,,,,,,,,PND53 of Jun 23,,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,255.00,-255,-255,Bank,-255,0,-255,,,,,
117,Cheque,12/07/2023,PV202307001,Revenue department,Revenue department,,,,,,,,,,PND53 of Jun 23,,,,2224105  WHT - Other,,,1112101  Bank S/A -Kbank -9996,,240,240.00,,240,-15,Other Current Liability,240,0,240,,,,,
117,Cheque,12/07/2023,PV202307001,Revenue department,Revenue department,,,,,,,,,,PND53 of Jun 23 - Bank fee,,,,5131111  Bank charge,,,1112101  Bank S/A -Kbank -9996,,15,15.00,,15,0,Expense,15,0,15,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (Convert USD 96,750@34.1434 to SV#996 THB)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,3303373.95,-3303373.95,-3303373.95,Bank,-3303373.95,0,-3303373.95,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (Convert USD 96,750@34.20 to SV#996 THB)",,,,1112101  Bank S/A -Kbank -9996,,,1112103 Bank S/A-Kbank-4253 USD,,3308850,3308850.00,,3308850,5476.05,Bank,3308850,0,3308850,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp Feb-Jul.23 CHF 163,365.45 (Convert USD 96,750@34.20 to SV#996 THB)",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-5476.05,,5476.05,-5476.05,0,Expense,-5476.05,0,-5476.05,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (from SV#996 THB to Marko CHF 84,793@40.02) - Deduct AP-HQ#1",,,,1112101  Bank S/A -Kbank -9996,,,1112103 Bank S/A-Kbank-4253 USD,,-3393415.86,,3393415.86,-3393415.86,-3393415.86,Bank,-3393415.86,0,-3393415.86,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp Feb-Jul.23 CHF 163,365.45 (from SV#996 THB to Marko CHF 84,793) - Dedu...",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-7407.56,,7407.56,-7407.56,-3400823.42,Expense,-7407.56,0,-7407.56,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (from SV#996 THB to Marko CHF 84,793) - Deduct AP-HQ#1",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,3400823.42,3400823.42,,3400823.42,0,Accounts Payable,3400823.42,0,3400823.42,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (Convert SV#996 THB to CHF 84,793@39.3117)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,1112103 Bank S/A-Kbank-4253 USD,,3384317.57,3384317.57,,3384317.57,3384317.57,Bank,3384317.57,0,3384317.57,,,,,
120,Cheque,21/07/2023,PV202307004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (Convert SV#996 THB to CHF 84,793@39.3117)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,1112103 Bank S/A-Kbank-4253 USD,,-3384317.57,,3384317.57,-3384317.57,0,Bank,-3384317.57,0,-3384317.57,,,,,
139,Cheque,21/07/2023,PV202307005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (from CHF Acct to Marko) 163,365.45-84,793= CHF 78,572.45",,,,1112104 Bank S/A-Kbank-4261 CHF,,,-SPLIT-,,,,3122566.86,-3122566.86,-3122566.86,Bank,-3122566.86,0,-3122566.86,,,,,
139,Cheque,21/07/2023,PV202307005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (from CHF Acct to Marko) 163,365.45-84,793= CHF 78,572.45",,,,1112104 Bank S/A-Kbank-4261 CHF,,,1112104 Bank S/A-Kbank-4261 CHF,,-27049.09,,27049.09,-27049.09,-3149615.95,Bank,-27049.09,0,-27049.09,,,,,
139,Cheque,21/07/2023,PV202307005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (from CHF Acct to Marko) - Bank fee",,,,1112101  Bank S/A -Kbank -9996,,,1112104 Bank S/A-Kbank-4261 CHF,,-34137.83,,34137.83,-34137.83,-3183753.78,Bank,-34137.83,0,-34137.83,,,,,
139,Cheque,21/07/2023,PV202307005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb-Jul.23 CHF 163,365.45 (from CHF Acct to Marko) 163,365.45-84,793= CHF 78,572.45 - ...",,,,2121104  AP - Other,,,1112104 Bank S/A-Kbank-4261 CHF,,3230294.1,3230294.10,,3230294.1,46540.32,Accounts Payable,3230294.1,0,3230294.1,,,,,
139,Cheque,21/07/2023,PV202307005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp Feb-Jul.23 CHF 163,365.45 (from CHF Acct to Marko) - Deduct AP-HQ#2",,,,7111101 Exchange gain,,,1112104 Bank S/A-Kbank-4261 CHF,,-46540.32,,46540.32,-46540.32,0,Expense,-46540.32,0,-46540.32,,,,,
123,Cheque,07/09/2023,PV202309003,KBANK,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 8.92) for maintenance fee (balance lower than USD 5,000)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,-SPLIT-,,,,359.18,-359.18,-359.18,Bank,-359.18,0,-359.18,,,,,
123,Cheque,07/09/2023,PV202309003,Caryon SA - HQ,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 8.92) for maintenance fee (balance lower than USD 5,000)",,,,2121104  AP - Other,,,1112104 Bank S/A-Kbank-4261 CHF,,362.99,362.99,,362.99,3.81,Accounts Payable,362.99,0,362.99,,,,,
123,Cheque,07/09/2023,PV202309003,KBANK,KBANK,,,,,,,,,,"Exchange gain : Bank charge - CHF Acc. (CHF 8.92) for maintenance fee (balance lower than USD 5,...",,,,7111101 Exchange gain,,,1112104 Bank S/A-Kbank-4261 CHF,,-3.81,,3.81,-3.81,0,Expense,-3.81,0,-3.81,,,,,
121,Cheque,08/09/2023,PV202309001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jun-Aug.23 CHF 31,328.34 (from USD 35,239.98@35.7111 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1258458.45,-1258458.45,-1258458.45,Bank,-1258458.45,0,-1258458.45,,,,,
121,Cheque,08/09/2023,PV202309001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jun-Aug.23 CHF 31,328.34 (USD 65@35.7111 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2321.22,,2321.22,-2321.22,-1260779.67,Bank,-2321.22,0,-2321.22,,,,,
121,Cheque,08/09/2023,PV202309001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jun-Aug.23 CHF 31,328.34 [from USD (35,239.98+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1210297.08,1210297.08,,1210297.08,-50482.59,Accounts Payable,1210297.08,0,1210297.08,,,,,
121,Cheque,08/09/2023,PV202309001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Jun-Aug.23 CHF 31,328.34 [from USD (35,239.98+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,50482.59,50482.59,,50482.59,0,Expense,50482.59,0,50482.59,,,,,
122,Cheque,08/09/2023,PV202309002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ exp Oct22-Feb23 Amex Corp USD 27,647.90 (from USD 27,647.90@35.7111 to Kernel Oil)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,987336.92,-987336.92,-987336.92,Bank,-987336.92,0,-987336.92,,,,,
122,Cheque,08/09/2023,PV202309002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ exp Oct22-Feb23 Amex Corp USD 27,647.90 to Kernel Oil (USD 134.12@35.7111) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-4789.57,,4789.57,-4789.57,-992126.49,Bank,-4789.57,0,-4789.57,,,,,
122,Cheque,08/09/2023,PV202309002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ exp Oct22-Feb23 Amex Corp USD 27,647.90 to Kernel Oil [from USD (27,647.90+134.12)]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,952400.98,952400.98,,952400.98,-39725.51,Accounts Payable,952400.98,0,952400.98,,,,,
122,Cheque,08/09/2023,PV202309002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : HQ exp Oct22-Feb23 Amex Corp USD 27,647.90 to Kernel Oil",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,39725.51,39725.51,,39725.51,0,Expense,39725.51,0,39725.51,,,,,
124,Cheque,20/09/2023,PV202309004,Karyon Petroleum SA,Karyon Petroleum SA,,,,,,,,,,"Loan to Karyon Petroleum SA, CHF 5,897.40 (USD 6,607.03@36.3484) from Caryon SA - HQ Request",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,240154.97,-240154.97,-240154.97,Bank,-240154.97,0,-240154.97,,,,,
124,Cheque,20/09/2023,PV202309004,Caryon SA - HQ,Karyon Petroleum SA,,,,,,,,,,"Loan to Karyon Petroleum SA, CHF 5,897.40 [USD (6,607.03+65)] from Caryon SA - HQ Request & Bank...",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,228725.2,228725.20,,228725.2,-11429.77,Accounts Payable,228725.2,0,228725.2,,,,,
124,Cheque,20/09/2023,PV202309004,Karyon Petroleum SA,Karyon Petroleum SA,,,,,,,,,,"Bank fee (USD 65@36.3484) - Loan to Karyon Petroleum SA, CHF 5,897.40 from Caryon SA - HQ Request",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2362.65,,2362.65,-2362.65,-13792.42,Bank,-2362.65,0,-2362.65,,,,,
124,Cheque,20/09/2023,PV202309004,Karyon Petroleum SA,Karyon Petroleum SA,,,,,,,,,,"Exchange loss : Loan to Karyon Petroleum SA, CHF 5,897.40 (USD 6,607.03+65) from Caryon SA - HQ ...",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,13792.42,13792.42,,13792.42,0,Expense,13792.42,0,13792.42,,,,,
125,Cheque,25/09/2023,PV202309005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Deposit in CHF acct 4,474.24  Avoid maintenance fee (Convert USD 5,000@35.8352 to SV#996 THB)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,179176.00,-179176,-179176,Bank,-179176,0,-179176,,,,,
125,Cheque,25/09/2023,PV202309005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Deposit in CHF acct 4,474.24  Avoid maintenance fee (Convert USD 5,000@35.8352 to SV#996 THB)",,,,1112101  Bank S/A -Kbank -9996,,,1112103 Bank S/A-Kbank-4253 USD,,179300,179300.00,,179300,124,Bank,179300,0,179300,,,,,
