Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,AMT,Amount,Account Type,Tax Amount
"100,586",General Journal,31/07/2024,COGSjuly,,,COGSjuly,,,511000 · Cost of Goods Sold,Sydney:Sydney Water,,,,"5,828.22",,5828.22,"5,828.22",Cost of Goods Sold,
"100,586",General Journal,31/07/2024,COGSjuly,,,COGSjuly,,,111600 · Inventory Asset,,,,,,"112,378.38",-112378.38,"-112,378.38",Other Current Asset,
"100,587",General Journal,31/07/2024,LH StarAdmi,,,LabourHire from StarAdmin,,GSP,611038 · Labour Hire,Sydney:Sydney Other,GSP,,,"53,196.32",,53196.32,"53,196.32",Expense,"5,319.63"
"100,587",General Journal,31/07/2024,LH StarAdmi,,,LabourHire from StarAdmin,,,111033 · Star Adminstration Pty Ltd,,,,,,"72,787.35",-72787.35,"-72,787.35",Bank,
"100,587",General Journal,31/07/2024,LH StarAdmi,,,LabourHire from StarAdmin,,GSP,611038 · Labour Hire,Melbourne,GSP,,,"12,974.00",,12974,"12,974.00",Expense,"1,297.40"
"100,587",General Journal,31/07/2024,LH StarAdmi,Australian Taxation Office,,LabourHire from StarAdmin,,GSP,213000 · GST Liability,,GSP,,,"6,617.03",,6617.03,"6,617.03",Other Current Liability,
"100,154",General Journal,01/08/2024,Bank RecA24,,,Bank Charge,,,111000 · Westpac,Sydney:Sydney Other,,,,,22.33,-22.33,-22.33,Bank,
"100,154",General Journal,01/08/2024,Bank RecA24,,,Bank Charge,,,617001 · Bank Charges,Sydney:Sydney Other,,,,22.33,,22.33,22.33,Expense,
"100,154",General Journal,01/08/2024,Bank RecA24,,,Bank Charge,,,111000 · Westpac,Sydney:Sydney Other,,,,,10,-10,-10,Bank,
"100,154",General Journal,01/08/2024,Bank RecA24,,,Bank Charge,,,617001 · Bank Charges,Sydney:Sydney Other,,,,10,,10,10,Expense,
"100,154",General Journal,01/08/2024,Bank RecA24,,,Bank Charge,,,111000 · Westpac,Sydney:Sydney Other,,,,,22,-22,-22,Bank,
"100,154",General Journal,01/08/2024,Bank RecA24,,,Bank Charge,,,617001 · Bank Charges,Sydney:Sydney Other,,,,22,,22,22,Expense,
"100,155",General Journal,01/08/2024,Bank RecA24,,,Trf Star Adminstration for Weekly wages,,,111000 · Westpac,,,,,,"12,404.88",-12404.88,"-12,404.88",Bank,
"100,155",General Journal,01/08/2024,Bank RecA24,,,Trf Star Adminstration for Weekly wages,,,111033 · Star Adminstration Pty Ltd,,,,,"12,404.88",,12404.88,"12,404.88",Bank,
"100,155",General Journal,01/08/2024,Bank RecA24,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,155",General Journal,01/08/2024,Bank RecA24,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,620",General Journal,02/08/2024,BankRec,,,Workcover Aquillo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"100,620",General Journal,02/08/2024,BankRec,,,Workcover Aquillo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"100,621",General Journal,02/08/2024,BankRec,,,Icare DD we need to know for which entity,,,111000 · Westpac,,,,,,"2,600.00",-2600,"-2,600.00",Bank,
"100,621",General Journal,02/08/2024,BankRec,,,Icare DD we need to know for which entity,,,111020 · CLEARING ACCOUNT,,,,,"2,600.00",,2600,"2,600.00",Bank,
"100,621",General Journal,02/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,735.94,-735.94,-735.94,Bank,
"100,621",General Journal,02/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,735.94,,735.94,735.94,Other Current Liability,
"100,621",General Journal,02/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,621",General Journal,02/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,623",General Journal,05/08/2024,BankRec,,,Aircondition Repair,,,111000 · Westpac,,,,,,500,-500,-500,Bank,
"100,623",General Journal,05/08/2024,BankRec,,,Aircondition Repair,,,20002 · Intercompany -Golden Tiger,,,,,500,,500,500,Bank,
"100,623",General Journal,05/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"6,000.00",-6000,"-6,000.00",Bank,
"100,623",General Journal,05/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"6,000.00",,6000,"6,000.00",Bank,
"100,623",General Journal,05/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,894,-894,-894,Bank,
"100,623",General Journal,05/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,894,,894,894,Other Current Liability,
"100,623",General Journal,05/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,939.32,-939.32,-939.32,Bank,
"100,623",General Journal,05/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,939.32,,939.32,939.32,Other Current Liability,
"100,623",General Journal,05/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,623",General Journal,05/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,624",General Journal,06/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,624",General Journal,06/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,624",General Journal,06/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,624",General Journal,06/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,625",General Journal,06/08/2024,BankRec,,,Bank Guarantee Infrabuild,,,111000 · Westpac,Sydney:Sydney Other,,,,,"1,714.02",-1714.02,"-1,714.02",Bank,
"100,625",General Journal,06/08/2024,BankRec,,,Bank Guarantee Infrabuild,,,617001 · Bank Charges,Sydney:Sydney Other,,,,"1,714.02",,1714.02,"1,714.02",Expense,
"100,626",General Journal,08/08/2024,BankRec,,,Weeky Wages Star Admin,,,111000 · Westpac,,,,,,"13,114.12",-13114.12,"-13,114.12",Bank,
"100,626",General Journal,08/08/2024,BankRec,,,Weeky Wages Star Admin,,,111033 · Star Adminstration Pty Ltd,,,,,"13,114.12",,13114.12,"13,114.12",Bank,
"100,721",General Journal,08/08/2024,Advance Fue,,,Zamai Advance fuel,,,111800 · Advanced for Fuel to staff,Sydney:Sydney Other,,,,200,,200,200,Other Asset,
"100,721",General Journal,08/08/2024,Advance Fue,,,Zamai Advance fuel,,,111000 · Westpac,Sydney:Sydney Other,,,,,200,-200,-200,Bank,
"100,627",General Journal,09/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,627",General Journal,09/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,628",General Journal,12/08/2024,BankRec,,,ICare Workcover Aquillo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"100,628",General Journal,12/08/2024,BankRec,,,ICare Workcover Aquillo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"100,629",General Journal,12/08/2024,BankRec,,,BAS instalment to ATO,,,111000 · Westpac,,,,,,"60,000.00",-60000,"-60,000.00",Bank,
"100,629",General Journal,12/08/2024,BankRec,,,BAS instalment to ATO,,,20005 · Payroll Tax Provision,,,,,"60,000.00",,60000,"60,000.00",Other Current Liability,
"100,629",General Journal,12/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,629",General Journal,12/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,629",General Journal,12/08/2024,BankRec,,,Lease Metro,,,111000 · Westpac,,,,,,710.01,-710.01,-710.01,Bank,
"100,629",General Journal,12/08/2024,BankRec,,,Lease Metro,,,218000 · Hire Purchasing Liability,,,,,710.01,,710.01,710.01,Other Current Liability,
"100,630",General Journal,13/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,630",General Journal,13/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,630",General Journal,13/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,577.19,-577.19,-577.19,Bank,
"100,630",General Journal,13/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,577.19,,577.19,577.19,Other Current Liability,
"100,630",General Journal,13/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,636.82,-636.82,-636.82,Bank,
"100,630",General Journal,13/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,636.82,,636.82,636.82,Other Current Liability,
"100,631",General Journal,13/08/2024,BankRec,,,Bank trf by Scott 9871 to 9898,,,111001 · Everyday Savings-419898,,,,,"500,000.00",,500000,"500,000.00",Bank,
"100,631",General Journal,13/08/2024,BankRec,,,Bank trf by Scott 9871 to 9898,,,111000 · Westpac,,,,,,"500,000.00",-500000,"-500,000.00",Bank,
"100,632",General Journal,13/08/2024,BankRec,,,Need to check with AP,,,111000 · Westpac,,,,,,255.75,-255.75,-255.75,Bank,
"100,632",General Journal,13/08/2024,BankRec,,,Need to check with AP,,,111020 · CLEARING ACCOUNT,,,,,255.75,,255.75,255.75,Bank,
"100,633",General Journal,14/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,633",General Journal,14/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,634",General Journal,15/08/2024,BankRec,,,BAS instalment to ATO Starluf Installment payment,,,111000 · Westpac,,,,,,"30,000.00",-30000,"-30,000.00",Bank,
"100,634",General Journal,15/08/2024,BankRec,,,BAS instalment to ATO Starluf Installment payment,,,111031 · Interco with Starluf Pty Ltd,,,,,"30,000.00",,30000,"30,000.00",Bank,
"100,634",General Journal,15/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,634",General Journal,15/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,634",General Journal,15/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,634",General Journal,15/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,635",General Journal,15/08/2024,BankRec,,,Weekly Wages Star Admin,,,111000 · Westpac,,,,,,"12,963.42",-12963.42,"-12,963.42",Bank,
"100,635",General Journal,15/08/2024,BankRec,,,Weekly Wages Star Admin,,,111033 · Star Adminstration Pty Ltd,,,,,"12,963.42",,12963.42,"12,963.42",Bank,
"100,235",General Journal,16/08/2024,Bank RecA24,,,for Invocie No 81344 paid already on 02.08 ( email from hanna 21.08 5.36pm),,,111000 · Westpac,,,,,"1,492.92",,1492.92,"1,492.92",Bank,
"100,235",General Journal,16/08/2024,Bank RecA24,,,for Invocie No 81344 paid already on 02.08 ( email from hanna 21.08 5.36pm),,,111020 · CLEARING ACCOUNT,,,,,,"1,492.92",-1492.92,"-1,492.92",Bank,
"100,636",General Journal,16/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,800.24,-800.24,-800.24,Bank,
"100,636",General Journal,16/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,800.24,,800.24,800.24,Other Current Liability,
"100,636",General Journal,16/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,907.47,-907.47,-907.47,Bank,
"100,636",General Journal,16/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,907.47,,907.47,907.47,Other Current Liability,
"100,636",General Journal,16/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,636",General Journal,16/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,637",General Journal,18/08/2024,BankRec,,,Icare workcover Aquillo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"100,637",General Journal,18/08/2024,BankRec,,,Icare workcover Aquillo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"100,638",General Journal,19/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,638",General Journal,19/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,638",General Journal,19/08/2024,BankRec,,,Lease,,,111000 · Westpac,,,,,,483.61,-483.61,-483.61,Bank,
"100,638",General Journal,19/08/2024,BankRec,,,Lease,,,218000 · Hire Purchasing Liability,,,,,483.61,,483.61,483.61,Other Current Liability,
"100,638",General Journal,19/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,628.95,-628.95,-628.95,Bank,
"100,638",General Journal,19/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,628.95,,628.95,628.95,Other Current Liability,
"100,638",General Journal,19/08/2024,BankRec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,638",General Journal,19/08/2024,BankRec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,664",General Journal,19/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,664",General Journal,19/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,665",General Journal,21/08/2024,BankRec,,,IAS Jul StarAdmin,,,111000 · Westpac,,,,,,"14,154.81",-14154.81,"-14,154.81",Bank,
"100,665",General Journal,21/08/2024,BankRec,,,IAS Jul StarAdmin,,,111033 · Star Adminstration Pty Ltd,,,,,"14,154.81",,14154.81,"14,154.81",Bank,
"100,665",General Journal,21/08/2024,BankRec,,,2021-2022 Tax Return for Starluf Pty Ltd,,,111000 · Westpac,,,,,,"13,187.00",-13187,"-13,187.00",Bank,
"100,665",General Journal,21/08/2024,BankRec,,,2021-2022 Tax Return for Starluf Pty Ltd,,,111031 · Interco with Starluf Pty Ltd,,,,,"13,187.00",,13187,"13,187.00",Bank,
"100,667",General Journal,21/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,675.98,-675.98,-675.98,Bank,
"100,667",General Journal,21/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,675.98,,675.98,675.98,Other Current Liability,
"100,670",General Journal,22/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,696,-696,-696,Bank,
"100,670",General Journal,22/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,696,,696,696,Other Current Liability,
"100,670",General Journal,22/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,670",General Journal,22/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,670",General Journal,22/08/2024,BankRec,,,Weekly Wages Star Admin,,,111000 · Westpac,,,,,,"12,583.82",-12583.82,"-12,583.82",Bank,
"100,670",General Journal,22/08/2024,BankRec,,,Weekly Wages Star Admin,,,111033 · Star Adminstration Pty Ltd,,,,,"12,583.82",,12583.82,"12,583.82",Bank,
"100,671",General Journal,22/08/2024,BankRec,,,Bank Rec Adju,,,111000 · Westpac,Sydney:Sydney Other,,,,0.2,,0.2,0.2,Bank,
"100,671",General Journal,22/08/2024,BankRec,,,Bank Rec Adju,,,617001 · Bank Charges,Sydney:Sydney Other,,,,,0.2,-0.2,-0.2,Expense,
"100,674",General Journal,23/08/2024,BankRec,,,Bank Charge for invocie No 81584,,,111000 · Westpac,Sydney:Sydney Other,,,,7.59,,7.59,7.59,Bank,
"100,674",General Journal,23/08/2024,BankRec,,,Bank Charge for invocie No 81584,,,617001 · Bank Charges,Sydney:Sydney Other,,,,,7.59,-7.59,-7.59,Expense,
"100,675",General Journal,23/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,675",General Journal,23/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,675",General Journal,23/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,675",General Journal,23/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,680",General Journal,26/08/2024,BankRec,,,Inv81025 already paid on 11.06.24,,,111000 · Westpac,,,,,"2,139.50",,2139.5,"2,139.50",Bank,
"100,680",General Journal,26/08/2024,BankRec,,,Inv81025 already paid on 11.06.24,,,111020 · CLEARING ACCOUNT,,,,,,"2,139.50",-2139.5,"-2,139.50",Bank,
"100,700",General Journal,26/08/2024,BankRec,,,ICare Workcover Aquillo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"100,700",General Journal,26/08/2024,BankRec,,,ICare Workcover Aquillo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
"100,700",General Journal,26/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,700",General Journal,26/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,701",General Journal,26/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,701",General Journal,26/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,722",General Journal,26/08/2024,BankRec,,,TESH Engineering @ Fabrication Pty payment ( unidentified),,,111000 · Westpac,,,,,"1,045.00",,1045,"1,045.00",Bank,
"100,722",General Journal,26/08/2024,BankRec,,,TESH Engineering @ Fabrication Pty payment ( unidentified),,,111020 · CLEARING ACCOUNT,,,,,,"1,045.00",-1045,"-1,045.00",Bank,
"100,723",General Journal,26/08/2024,BankRec,,,"After enter invocie we need to off set with that invocies Kh270820024,kh27082024",,,111000 · Westpac,,,,,,"6,006.00",-6006,"-6,006.00",Bank,
"100,723",General Journal,26/08/2024,BankRec,,,"After enter invocie we need to off set with that invocies Kh270820024,kh27082024",,,111020 · CLEARING ACCOUNT,,,,,"6,006.00",,6006,"6,006.00",Bank,
"100,830",General Journal,27/08/2024,BankRec,,,Lease Nissan,,,111000 · Westpac,,,,,,914.49,-914.49,-914.49,Bank,
"100,830",General Journal,27/08/2024,BankRec,,,Lease Nissan,,,218000 · Hire Purchasing Liability,,,,,914.49,,914.49,914.49,Other Current Liability,
"100,830",General Journal,27/08/2024,BankRec,,,Lease Metro,,,111000 · Westpac,,,,,,433.84,-433.84,-433.84,Bank,
"100,830",General Journal,27/08/2024,BankRec,,,Lease Metro,,,218000 · Hire Purchasing Liability,,,,,433.84,,433.84,433.84,Other Current Liability,
"100,830",General Journal,27/08/2024,BankRec,,,Lease Metro,,,111000 · Westpac,,,,,,433.84,-433.84,-433.84,Bank,
"100,830",General Journal,27/08/2024,BankRec,,,Lease Metro,,,218000 · Hire Purchasing Liability,,,,,433.84,,433.84,433.84,Other Current Liability,
"100,830",General Journal,27/08/2024,BankRec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,830",General Journal,27/08/2024,BankRec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,832",General Journal,27/08/2024,BankRec,,,,,,111000 · Westpac,,,,,,"170,000.00",-170000,"-170,000.00",Bank,
"100,832",General Journal,27/08/2024,BankRec,,,,,,111032 · Interco with Valentine Investme,,,,,"170,000.00",,170000,"170,000.00",Bank,
"100,833",General Journal,28/08/2024,BankRec,,,Intercom Valentine investment,,,111000 · Westpac,,,,,,"169,271.92",-169271.92,"-169,271.92",Bank,
"100,833",General Journal,28/08/2024,BankRec,,,Intercom Valentine investment,,,111032 · Interco with Valentine Investme,,,,,"169,271.92",,169271.92,"169,271.92",Bank,
"100,833",General Journal,28/08/2024,BankRec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"100,833",General Journal,28/08/2024,BankRec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"100,833",General Journal,28/08/2024,BankRec,,,Payroll Tax Installment,,,111000 · Westpac,Sydney:Sydney Other,,,,0,,0,0,Bank,
"100,833",General Journal,28/08/2024,BankRec,,,Payroll Tax Installment,,,613009 · Payroll Tax,Sydney:Sydney Other,,,,0,,0,0,Expense,
"100,834",General Journal,29/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,737.52,-737.52,-737.52,Bank,
"100,834",General Journal,29/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,737.52,,737.52,737.52,Other Current Liability,
"100,834",General Journal,29/08/2024,BankRec,,,Lease VW,,,111000 · Westpac,,,,,,737.52,-737.52,-737.52,Bank,
"100,834",General Journal,29/08/2024,BankRec,,,Lease VW,,,218000 · Hire Purchasing Liability,,,,,737.52,,737.52,737.52,Other Current Liability,
"100,834",General Journal,29/08/2024,BankRec,,,Lease Nissan,,,111000 · Westpac,,,,,,569.63,-569.63,-569.63,Bank,
"100,834",General Journal,29/08/2024,BankRec,,,Lease Nissan,,,218000 · Hire Purchasing Liability,,,,,569.63,,569.63,569.63,Other Current Liability,
"100,834",General Journal,29/08/2024,BankRec,,,Lease Nissan,,,111000 · Westpac,,,,,,569.63,-569.63,-569.63,Bank,
"100,834",General Journal,29/08/2024,BankRec,,,Lease Nissan,,,218000 · Hire Purchasing Liability,,,,,569.63,,569.63,569.63,Other Current Liability,
"100,834",General Journal,29/08/2024,BankRec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,834",General Journal,29/08/2024,BankRec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"100,834",General Journal,29/08/2024,BankRec,,,Intercom Weekly wages Star Admin,,,111000 · Westpac,,,,,,"13,584.28",-13584.28,"-13,584.28",Bank,
"100,834",General Journal,29/08/2024,BankRec,,,Intercom Weekly wages Star Admin,,,111033 · Star Adminstration Pty Ltd,,,,,"13,584.28",,13584.28,"13,584.28",Bank,
"100,837",General Journal,29/08/2024,BankRec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"100,837",General Journal,29/08/2024,BankRec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"101,089",General Journal,31/08/2024,BankRec,,,LH from StarAdm - Aug24,,GSP,611038 · Labour Hire,Melbourne,GSP,,,"17,392.22",,17392.22,"17,392.22",Expense,"1,739.22"
"101,089",General Journal,31/08/2024,BankRec,,,LH from StarAdm - Aug24,,GSP,611038 · Labour Hire,Sydney:Sydney Other,GSP,,,"66,817.16",,66817.16,"66,817.16",Expense,"6,681.72"
"101,089",General Journal,31/08/2024,BankRec,,,LH from StarAdm - Aug24,,GSP,611038 · Labour Hire,New Crane,GSP,,,"8,007.09",,8007.09,"8,007.09",Expense,800.71
"101,089",General Journal,31/08/2024,BankRec,,,LH from StarAdm - Aug24,,,111033 · Star Adminstration Pty Ltd,,,,,,"101,438.12",-101438.12,"-101,438.12",Bank,
"101,089",General Journal,31/08/2024,BankRec,Australian Taxation Office,,LH from StarAdm - Aug24,,GSP,213000 · GST Liability,,GSP,,,"9,221.65",,9221.65,"9,221.65",Other Current Liability,
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,20001 · East Link Topup-VIC,Melbourne,GSP,,,509.09,,509.09,509.09,Bank,50.91
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,511000 · Cost of Goods Sold,New Crane,GSP,,,310.91,,310.91,310.91,Cost of Goods Sold,31.09
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,,611004 · Donation,New Crane,,,,40,,40,40,Expense,
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,611017 · Travel-Domestic,Sydney:Sydney Other,GSP,,,505.45,,505.45,505.45,Expense,50.55
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,611010 · Office Supplies,New Crane,GSP,,,104.69,,104.69,104.69,Expense,10.47
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,611021 · Postage,Sydney:Sydney Other,GSP,,,75.69,,75.69,75.69,Expense,7.57
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,611034 · Subscription,Sydney:Sydney Other,GSP,,,568.1,,568.1,568.1,Expense,56.81
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,612002 · Car Insurance,Sydney:Sydney Other,GSP,,,"4,544.93",,4544.93,"4,544.93",Expense,454.49
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,612003 · Petrol,Sydney:Sydney Other,GSP,,,144.68,,144.68,144.68,Expense,14.47
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,GSP,617001 · Bank Charges,Sydney:Sydney Other,GSP,,,60,,60,60,Expense,6
"101,311",General Journal,31/08/2024,CCrecAug24,,,CCrecAug24,,,111012 · MasterCard 9286,,,,,,"7,545.89",-7545.89,"-7,545.89",Bank,
"101,311",General Journal,31/08/2024,CCrecAug24,Australian Taxation Office,,CCrecAug24,,GSP,213000 · GST Liability,,GSP,,,682.35,,682.35,682.35,Other Current Liability,
"101,364",General Journal,31/08/2024,COGSaug24,,,COGSaug24,,,511000 · Cost of Goods Sold,Melbourne,,,,"1,436.32",,1436.32,"1,436.32",Cost of Goods Sold,
"101,364",General Journal,31/08/2024,COGSaug24,,,COGSaug24,,,511000 · Cost of Goods Sold,New Crane,,,,"222,464.26",,222464.26,"222,464.26",Cost of Goods Sold,
"101,364",General Journal,31/08/2024,COGSaug24,,,COGSaug24,,,511000 · Cost of Goods Sold,Newcastle,,,,"5,913.23",,5913.23,"5,913.23",Cost of Goods Sold,
"101,364",General Journal,31/08/2024,COGSaug24,,,COGSaug24,,,511000 · Cost of Goods Sold,Sydney:Sydney Other,,,,"26,101.22",,26101.22,"26,101.22",Cost of Goods Sold,
"101,364",General Journal,31/08/2024,COGSaug24,,,COGSaug24,,,511000 · Cost of Goods Sold,Sydney:Sydney Water,,,,"13,359.30",,13359.3,"13,359.30",Cost of Goods Sold,
"101,364",General Journal,31/08/2024,COGSaug24,,,COGSaug24,,,111600 · Inventory Asset,,,,,,"269,274.33",-269274.33,"-269,274.33",Other Current Asset,
"100,865",General Journal,01/09/2024,BankRec,,,ICareWorkcover - Aquillo,,,111000 · Westpac,Sydney:Sydney Other,,,,"2,240.00",,2240,"2,240.00",Bank,
"100,865",General Journal,01/09/2024,BankRec,,,ICareWorkcover - Aquillo,,,810003 · Work Comp Recovery,Sydney:Sydney Other,,,,,"2,240.00",-2240,"-2,240.00",Other Income,
