Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,Amount,Account Type,Tax Amount
"10,507",Sales Receipt,20/08/2024,W38880,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/08/2024,GST,25500 · Tax Payable,,,10,,,35.86,-35.86,Other Current Liability,
"10,528",Sales Receipt,20/08/2024,W38914,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,19/09/2024,,1001 · CBA - Cheque Account,,,,,"2,291.69",,"2,291.69",Bank,
"10,528",Sales Receipt,20/08/2024,W38914,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI240039/1    CP90QH    38.02t    Fill Sand Will,19/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,38.02,28.5,,"1,083.57","-1,083.57",Income,-108.36
"10,528",Sales Receipt,20/08/2024,W38914,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI240411/1    XN39KW    35.08t    Fill Sand Will,19/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.08,28.5,,999.78,-999.78,Income,-99.98
"10,528",Sales Receipt,20/08/2024,W38914,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/08/2024,GST,25500 · Tax Payable,,,10,,,208.34,-208.34,Other Current Liability,
"10,519",Sales Receipt,28/08/2024,M38882,0300 Cash Sales - COD,0300 Cash Sales - COD,,28/08/2024,,1001 · CBA - Cheque Account,,,,,"1,045.00",,"1,045.00",Bank,
"10,519",Sales Receipt,28/08/2024,M38882,0300 Cash Sales - COD,0300 Cash Sales - COD,"38t Fill Sand - Delivered to Salt Ash - SI170847/1, SI170848/1, SI170849/1",28/08/2024,expitfill/ceh,411000 · Sand Sales,,GST,38,25,,950,-950,Income,-95
"10,519",Sales Receipt,28/08/2024,M38882,Australian Taxation Office,0300 Cash Sales - COD,10% GST,31/08/2024,GST,25500 · Tax Payable,,,,10.00%,,95,-95,Other Current Liability,
"10,524",Sales Receipt,31/08/2024,W38953,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,30/09/2024,,1001 · CBA - Cheque Account,,,,,388.08,,388.08,Bank,
"10,524",Sales Receipt,31/08/2024,W38953,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170847/1    XO32CQ    11.60t    Fill Sand S/Ash,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,11.6,10,,116,-116,Income,-11.6
"10,524",Sales Receipt,31/08/2024,W38953,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170848/1    XO32CQ    11.74t    Fill Sand S/Ash,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,11.74,10,,117.4,-117.4,Income,-11.74
"10,524",Sales Receipt,31/08/2024,W38953,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170849/1    XO32CQ    11.94t    Fill Sand S/Ash,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,11.94,10,,119.4,-119.4,Income,-11.94
"10,524",Sales Receipt,31/08/2024,W38953,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/08/2024,GST,25500 · Tax Payable,,,10,,,35.28,-35.28,Other Current Liability,
"10,525",Sales Receipt,31/08/2024,W38951,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,30/09/2024,,1001 · CBA - Cheque Account,,,,,709.28,,709.28,Bank,
"10,525",Sales Receipt,31/08/2024,W38951,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI240613/1    XN04YY    12.20t    Fill Sand Will - Farm Usage Williamtown,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.2,10,,122,-122,Income,-12.2
"10,525",Sales Receipt,31/08/2024,W38951,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI241244/1    XN04YY    12.52t    Fill Sand Will - Farm Usage Williamtown,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.52,10,,125.2,-125.2,Income,-12.52
"10,525",Sales Receipt,31/08/2024,W38951,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI241248/1    XN04YY    13.48t    Fill Sand Will - Farm Usage Williamtown,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.48,10,,134.8,-134.8,Income,-13.48
"10,525",Sales Receipt,31/08/2024,W38951,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI241253/1    XN04YY    13.26t    Fill Sand Will - Farm Usage Williamtown,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.26,10,,132.6,-132.6,Income,-13.26
"10,525",Sales Receipt,31/08/2024,W38951,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI241255/1    XN04YY    13.02t    Fill Sand Will - Farm Usage Williamtown,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.02,10,,130.2,-130.2,Income,-13.02
"10,525",Sales Receipt,31/08/2024,W38951,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/08/2024,GST,25500 · Tax Payable,,,10,,,64.48,-64.48,Other Current Liability,
"10,526",Sales Receipt,31/08/2024,W38952,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,30/09/2024,,1001 · CBA - Cheque Account,,,,,"1,102.89",,"1,102.89",Bank,
"10,526",Sales Receipt,31/08/2024,W38952,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI240447/1    XN39KW    35.18t    Fill Sand Will,30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.18,28.5,,"1,002.63","-1,002.63",Income,-100.26
"10,526",Sales Receipt,31/08/2024,W38952,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/08/2024,GST,25500 · Tax Payable,,,10,,,100.26,-100.26,Other Current Liability,
"10,566",Sales Receipt,31/08/2024,M39039,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/09/2024,,1001 · CBA - Cheque Account,,,,,"931,399.70",,"931,399.70",Bank,
"10,566",Sales Receipt,31/08/2024,M39039,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"August 2024 - 84,672.70t",30/09/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"84,672.70",10,,"846,727.00","-846,727.00",Income,"-84,672.70"
"10,566",Sales Receipt,31/08/2024,M39039,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/08/2024,GST,25500 · Tax Payable,,,,10.00%,,"84,672.70","-84,672.70",Other Current Liability,
"10,534",Sales Receipt,10/09/2024,M38998,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,10/10/2024,,1001 · CBA - Cheque Account,,,,,89.32,,89.32,Bank,
"10,534",Sales Receipt,10/09/2024,M38998,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170865/1    BR24ZL    8.12t    Fill Sand S/Ash,10/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,8.12,10,,81.2,-81.2,Income,-8.12
"10,534",Sales Receipt,10/09/2024,M38998,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,30/09/2024,GST,25500 · Tax Payable,,,10,,,8.12,-8.12,Other Current Liability,
"10,544",Sales Receipt,17/09/2024,M39036,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,17/10/2024,,1001 · CBA - Cheque Account,,,,,"2,425.39",,"2,425.39",Bank,
"10,544",Sales Receipt,17/09/2024,M39036,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242437/2    CP90QH    37.44t    Ex MS Fill Sand - Grafil,17/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.44,10,,374.4,-374.4,Income,-37.44
"10,544",Sales Receipt,17/09/2024,M39036,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242482/2    CP90QH    38.30t    Ex MS Fill Sand - Grafil,17/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,38.3,10,,383,-383,Income,-38.3
"10,544",Sales Receipt,17/09/2024,M39036,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242451/2    CP90QH    37.26t    Ex MS Fill Sand - Grafil,17/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.26,10,,372.6,-372.6,Income,-37.26
"10,544",Sales Receipt,17/09/2024,M39036,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242489/2    XN04YY    38.01t    Ex MS Fill Sand - Grafil,17/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,38.01,10,,380.1,-380.1,Income,-38.01
"10,544",Sales Receipt,17/09/2024,M39036,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242487/2    1ZNOOP    31.88t    Ex MS Fill Sand - Grafil,17/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.88,10,,318.8,-318.8,Income,-31.88
"10,544",Sales Receipt,17/09/2024,M39036,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242484/2    CWE409    37.60t    Ex MS Fill Sand - Grafil,17/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.6,10,,376,-376,Income,-37.6
"10,544",Sales Receipt,17/09/2024,M39036,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,30/09/2024,GST,25500 · Tax Payable,,,10,,,220.49,-220.49,Other Current Liability,
"10,567",Sales Receipt,30/09/2024,M39040,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/10/2024,,1001 · CBA - Cheque Account,,,,,"972,738.47",,"972,738.47",Bank,
"10,567",Sales Receipt,30/09/2024,M39040,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"September 2024 - 88,430.77t",30/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"88,430.77",10,,"884,307.70","-884,307.70",Income,"-88,430.77"
"10,567",Sales Receipt,30/09/2024,M39040,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,30/09/2024,GST,25500 · Tax Payable,,,,10.00%,,"88,430.77","-88,430.77",Other Current Liability,
"10,545",Sales Receipt,01/10/2024,W39037,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,30/11/2024,,1001 · CBA - Cheque Account,,,,,417.78,,417.78,Bank,
"10,545",Sales Receipt,01/10/2024,W39037,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI170959/1    XN04YY    37.98t    Fill Sand S/Ash,30/11/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.98,10,,379.8,-379.8,Income,-37.98
"10,545",Sales Receipt,01/10/2024,W39037,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/10/2024,GST,25500 · Tax Payable,,,10,,,37.98,-37.98,Other Current Liability,
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,31/10/2024,,1001 · CBA - Cheque Account,,,,,735.24,,735.24,Bank,
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242812/1    MAD689    0.84t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.84,10,,8.4,-8.4,Income,-0.84
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242813/1    404DJW    0.74t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.74,10,,7.4,-7.4,Income,-0.74
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242818/1    XN04YY    1.62t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,1.62,10,,16.2,-16.2,Income,-1.62
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242826/1    404DJW    0.54t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.54,10,,5.4,-5.4,Income,-0.54
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242829/1    MAD689    0.58t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.58,10,,5.8,-5.8,Income,-0.58
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242836/1    XN04YY    0.20t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.2,10,,2,-2,Income,-0.2
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242838/1    XO39TF    0.22t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.22,10,,2.2,-2.2,Income,-0.22
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242822/6    XO39TF    49.84t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,49.84,10,,498.4,-498.4,Income,-49.84
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242842/1    404DJW    0.52t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.52,10,,5.2,-5.2,Income,-0.52
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242844/1    MAD689    0.48t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.48,10,,4.8,-4.8,Income,-0.48
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242918/1    404DJW    1.14t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,1.14,10,,11.4,-11.4,Income,-1.14
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242928/1    404DJW    0.82t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.82,10,,8.2,-8.2,Income,-0.82
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242685/1    404DJW    0.04t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.04,10,,0.4,-0.4,Income,-0.04
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242946/1    404DJW    0.08t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.08,10,,0.8,-0.8,Income,-0.08
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242953/1    404DJW    0.24t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.24,10,,2.4,-2.4,Income,-0.24
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242705/1    MAD689    0.36t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.36,10,,3.6,-3.6,Income,-0.36
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242724/1    MAD689    0.52t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.52,10,,5.2,-5.2,Income,-0.52
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242781/1    MAD689    2.54t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,2.54,10,,25.4,-25.4,Income,-2.54
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242783/1    404DJW    0.88t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.88,10,,8.8,-8.8,Income,-0.88
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242785/1    XO39TF    0.76t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.76,10,,7.6,-7.6,Income,-0.76
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242786/1    XN04YY    0.96t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.96,10,,9.6,-9.6,Income,-0.96
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242793/1    MAD689    0.56t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.56,10,,5.6,-5.6,Income,-0.56
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242795/1    404DJW    0.24t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,0.24,10,,2.4,-2.4,Income,-0.24
"10,568",Sales Receipt,01/10/2024,W39081,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI242800/1    XN04YY    2.12t    Ex MS Fill Sand - Grafil,31/10/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,2.12,10,,21.2,-21.2,Income,-2.12
"10,568",Sales Receipt,01/10/2024,W39081,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/10/2024,GST,25500 · Tax Payable,,,10,,,66.84,-66.84,Other Current Liability,
"10,573",Sales Receipt,08/10/2024,W39125,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,07/11/2024,,1001 · CBA - Cheque Account,,,,,123.42,,123.42,Bank,
"10,573",Sales Receipt,08/10/2024,W39125,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI171140/1    BR24ZL    11.22t    Fill Sand S/Ash - Farm Usage,07/11/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,11.22,10,,112.2,-112.2,Income,-11.22
"10,573",Sales Receipt,08/10/2024,W39125,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/10/2024,GST,25500 · Tax Payable,,,10,,,11.22,-11.22,Other Current Liability,
"10,569",Sales Receipt,10/10/2024,W39082,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,30/11/2024,,1001 · CBA - Cheque Account,,,,,"2,198.89",,"2,198.89",Bank,
"10,569",Sales Receipt,10/10/2024,W39082,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI243239/1    XN39KW    35.34t    Fill Sand Will,30/11/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.34,28.5,,"1,007.19","-1,007.19",Income,-100.72
"10,569",Sales Receipt,10/10/2024,W39082,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI243260/1    XN39KW    34.80t    Fill Sand Will,30/11/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.8,28.5,,991.8,-991.8,Income,-99.18
"10,569",Sales Receipt,10/10/2024,W39082,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/10/2024,GST,25500 · Tax Payable,,,10,,,199.9,-199.9,Other Current Liability,
"10,575",Sales Receipt,17/10/2024,W39175,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,16/11/2024,,1001 · CBA - Cheque Account,,,,,"1,105.40",,"1,105.40",Bank,
"10,575",Sales Receipt,17/10/2024,W39175,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI244733/1    XN39KW    35.26t    Fill Sand Will,16/11/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.26,28.5,,"1,004.91","-1,004.91",Income,-100.49
"10,575",Sales Receipt,17/10/2024,W39175,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/10/2024,GST,25500 · Tax Payable,,,10,,,100.49,-100.49,Other Current Liability,
"10,581",Sales Receipt,22/10/2024,W39220,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,30/11/2024,,1001 · CBA - Cheque Account,,,,,"1,082.20",,"1,082.20",Bank,
"10,581",Sales Receipt,22/10/2024,W39220,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI245100/1    XN39KW    34.52t    Fill Sand Will,30/11/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.52,28.5,,983.82,-983.82,Income,-98.38
"10,581",Sales Receipt,22/10/2024,W39220,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,31/10/2024,GST,25500 · Tax Payable,,,10,,,98.38,-98.38,Other Current Liability,
"10,586",Sales Receipt,31/10/2024,M39222,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/11/2024,,1001 · CBA - Cheque Account,,,,,"1,065,559.88",,"1,065,559.88",Bank,
"10,586",Sales Receipt,31/10/2024,M39222,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"October 2014 - 96,869.08",30/11/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"96,869.08",10,,"968,690.80","-968,690.80",Income,"-96,869.08"
"10,586",Sales Receipt,31/10/2024,M39222,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/10/2024,GST,25500 · Tax Payable,,,,10.00%,,"96,869.08","-96,869.08",Other Current Liability,
"10,596",Sales Receipt,05/11/2024,W39308,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,05/12/2024,,1001 · CBA - Cheque Account,,,,,"1,094.74",,"1,094.74",Bank,
"10,596",Sales Receipt,05/11/2024,W39308,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI246342/1    XN39KW    34.92t    Fill Sand Will,05/12/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,34.92,28.5,,995.22,-995.22,Income,-99.52
"10,596",Sales Receipt,05/11/2024,W39308,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,30/11/2024,GST,25500 · Tax Payable,,,10,,,99.52,-99.52,Other Current Liability,
"10,597",Sales Receipt,19/11/2024,W39402,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,19/12/2024,,1001 · CBA - Cheque Account,,,,,"1,110.42",,"1,110.42",Bank,
"10,597",Sales Receipt,19/11/2024,W39402,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI247277/1    XN39KW    35.42t    Fill Sand Will,19/12/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,35.42,28.5,,"1,009.47","-1,009.47",Income,-100.95
"10,597",Sales Receipt,19/11/2024,W39402,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,30/11/2024,GST,25500 · Tax Payable,,,10,,,100.95,-100.95,Other Current Liability,
"10,602",Sales Receipt,30/11/2024,W39451,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,,31/12/2024,,1001 · CBA - Cheque Account,,,,,"1,562.49",,"1,562.49",Bank,
"10,602",Sales Receipt,30/11/2024,W39451,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI248772/1    CP90QH    37.90t    Fill Sand Will,31/12/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.9,28.5,,"1,080.15","-1,080.15",Income,-108.02
"10,602",Sales Receipt,30/11/2024,W39451,1350 MILLEEN CONSTRUCTIONS PTY LTD,1350 MILLEEN CONSTRUCTIONS PTY LTD,WI248152/1    XN04YYTRUCK    11.94t    Fill Sand Will,31/12/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,11.94,28.5,,340.29,-340.29,Income,-34.03
"10,602",Sales Receipt,30/11/2024,W39451,Australian Taxation Office,1350 MILLEEN CONSTRUCTIONS PTY LTD,10% GST,30/11/2024,GST,25500 · Tax Payable,,,10,,,142.05,-142.05,Other Current Liability,
"10,632",Sales Receipt,30/11/2024,M39642,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/12/2024,,1001 · CBA - Cheque Account,,,,,"1,110,343.52",,"1,110,343.52",Bank,
"10,632",Sales Receipt,30/11/2024,M39642,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"November 2024 - 100,940.32t",30/12/2024,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"100,940.32",10,,"1,009,403.20","-1,009,403.20",Income,"-100,940.32"
"10,632",Sales Receipt,30/11/2024,M39642,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,30/11/2024,GST,25500 · Tax Payable,,,,10.00%,,"100,940.32","-100,940.32",Other Current Liability,
"10,625",Sales Receipt,18/12/2024,W39584,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,17/01/2025,,1001 · CBA - Cheque Account,,,,,56.76,,56.76,Bank,
